frame,timestamp,exercise,probability
1,1752364579.3095205,squats,0.09225665777921677
2,1752364579.8814569,dips,0.19331993162631989
3,1752364580.5884702,dips,0.15680404007434845
4,1752364581.1873229,dips,0.1906467080116272
5,1752364581.7843962,dips,0.1838909536600113
6,1752364582.5636168,dips,0.176961749792099
7,1752364583.0670266,dips,0.17866717278957367
8,1752364583.6369238,dips,0.17007587850093842
9,1752364584.1926281,dips,0.18090087175369263
10,1752364584.948674,dips,0.36275574564933777
11,1752364585.5928216,dips,0.19475582242012024
12,1752364586.5904624,dips,0.11163179576396942
13,1752364587.3672407,dips,0.15688784420490265
14,1752364588.3974698,squats,0.076848104596138
15,1752364589.3454142,squats,0.1843164712190628
16,1752364590.3487213,squats,0.14920936524868011
17,1752364591.64261,push-ups,0.1801213175058365
18,1752364592.3346655,push-ups,0.06970419734716415
19,1752364594.3722918,push-ups,0.12041299045085907
20,1752364595.355905,dips,0.30366650223731995
21,1752364596.450567,pull-ups,0.6341085433959961
22,1752364596.6825888,pull-ups,0.23764902353286743
23,1752364597.286969,pull-ups,0.5266953706741333
24,1752364597.9359043,dips,0.5109686851501465
25,1752364599.0845294,pull-ups,0.687958300113678
26,1752364599.6797009,pull-ups,0.7084713578224182
27,1752364600.278074,dips,0.20505285263061523
28,1752364600.8894963,dips,0.29529160261154175
29,1752364601.4932432,dips,0.21911385655403137
30,1752364602.1712222,dips,0.5841712355613708
31,1752364603.9606738,dips,0.11766749620437622
32,1752364604.5065923,dips,0.16934308409690857
33,1752364605.0815604,dips,0.18529865145683289
34,1752364605.7710388,dips,0.3870038092136383
35,1752364606.2842648,dips,0.44018250703811646
36,1752364606.9386618,dips,0.23542864620685577
37,1752364607.4917827,dips,0.2252313494682312
38,1752364608.2784004,dips,0.24732208251953125
39,1752364609.0324776,dips,0.18295277655124664
40,1752364609.6345706,dips,0.15805135667324066
41,1752364610.6162956,dips,0.22341059148311615
42,1752364611.6273346,dips,0.09132637828588486
43,1752364612.579174,dips,0.4975597560405731
44,1752364613.5962505,push-ups,0.2525066137313843
45,1752364614.5684872,dips,0.1748019903898239
46,1752364615.6009674,dips,0.2034311443567276
47,1752364616.5972664,dips,0.3504231870174408
48,1752364617.6192505,dips,0.34454062581062317
49,1752364618.6130183,dips,0.18173648416996002
50,1752364619.6011553,push-ups,0.623512327671051
51,1752364620.6426718,push-ups,0.11810413002967834
52,1752364621.5855966,push-ups,0.5605723261833191
53,1752364622.6709397,push-ups,0.612193763256073
54,1752364623.6044264,push-ups,0.09070907533168793
55,1752364624.60437,push-ups,0.7337018251419067
56,1752364625.6349504,push-ups,0.026661638170480728
57,1752364626.6435866,dips,0.1925959289073944
58,1752364627.6305048,dips,0.21799950301647186
59,1752364628.6207204,dips,0.26121968030929565
60,1752364629.6849935,squats,0.3254438638687134
61,1752364630.6192765,squats,0.30937373638153076
62,1752364631.6193984,squats,0.27728793025016785
63,1752364632.6202173,squats,0.3140121102333069
64,1752364633.5779688,squats,0.30503126978874207
65,1752364634.6503327,squats,0.38043224811553955
66,1752364635.6601932,squats,0.39247602224349976
67,1752364636.630277,dips,0.18312019109725952
68,1752364637.7095969,dips,0.18600840866565704
69,1752364638.680846,dips,0.2522427439689636
70,1752364639.6765044,dips,0.2076796293258667
71,1752364640.6503508,dips,0.2600187063217163
72,1752364641.646701,dips,0.20895926654338837
73,1752364642.6552324,dips,0.17826078832149506
74,1752364643.633071,dips,0.19469554722309113
75,1752364644.655423,dips,0.20012570917606354
